split,source,temperature_c,humidity_percent,label_id,label_name
train,uniform,24.717,31.881,1,warning
train,boundary,22.001,69.835,1,warning
train,boundary,32.393,43.702,2,critical
train,uniform,35.462,39.485,2,critical
train,uniform,30.865,76.412,1,warning
train,uniform,20.823,92.151,2,critical
train,uniform,26.783,54.931,0,normal
train,boundary,20.539,43.681,1,warning
train,uniform,36.989,64.278,2,critical
train,uniform,19.496,82.352,2,critical
train,uniform,19.613,52.181,2,critical
train,uniform,21.315,66.938,1,warning
train,uniform,28.150,27.763,2,critical
train,uniform,16.278,94.419,2,critical
train,uniform,33.919,66.569,2,critical
train,uniform,32.074,36.198,2,critical
train,boundary,32.389,73.431,2,critical
train,uniform,17.920,44.235,2,critical
train,boundary,23.859,78.496,1,warning
train,uniform,21.621,45.523,1,warning
train,uniform,34.614,65.290,2,critical
train,uniform,33.222,25.048,2,critical
train,uniform,35.908,89.346,2,critical
train,boundary,32.011,30.237,2,critical
train,uniform,22.308,31.589,1,warning
train,uniform,36.824,77.403,2,critical
train,boundary,22.487,69.802,1,warning
train,uniform,30.586,38.878,1,warning
train,uniform,25.622,59.369,0,normal
train,uniform,21.468,62.045,1,warning
train,uniform,29.740,63.436,1,warning
train,uniform,19.444,60.224,2,critical
train,uniform,29.331,67.876,1,warning
train,uniform,36.698,55.026,2,critical
train,boundary,29.393,31.303,1,warning
train,boundary,20.264,69.511,1,warning
train,uniform,31.632,84.215,2,critical
train,uniform,36.406,40.470,2,critical
train,uniform,37.609,44.916,2,critical
train,uniform,34.770,69.342,2,critical
train,uniform,28.855,87.827,2,critical
train,uniform,31.342,40.485,1,warning
train,uniform,32.778,57.011,2,critical
train,boundary,29.209,73.885,1,warning
train,uniform,16.763,61.505,2,critical
train,uniform,28.530,80.449,2,critical
train,uniform,24.130,26.108,2,critical
train,uniform,36.006,66.910,2,critical
train,boundary,30.780,38.000,1,warning
train,boundary,20.689,69.466,1,warning
train,boundary,23.865,81.579,2,critical
train,boundary,24.276,28.982,2,critical
train,boundary,21.819,28.586,2,critical
train,boundary,28.454,28.317,2,critical
train,uniform,20.740,33.724,1,warning
train,uniform,20.463,48.842,1,warning
train,uniform,24.744,47.635,0,normal
train,uniform,29.756,82.298,2,critical
train,uniform,26.906,25.332,2,critical
train,boundary,28.076,38.652,1,warning
train,boundary,29.681,69.766,1,warning
train,uniform,26.724,48.556,0,normal
train,boundary,28.430,39.941,1,warning
train,uniform,37.205,56.111,2,critical
train,uniform,17.567,58.262,2,critical
train,boundary,23.442,76.567,1,warning
train,boundary,29.333,78.605,1,warning
train,uniform,32.809,84.555,2,critical
train,boundary,28.804,81.914,2,critical
train,uniform,30.093,88.491,2,critical
train,boundary,23.444,71.850,1,warning
train,uniform,17.927,88.710,2,critical
train,uniform,34.581,71.781,2,critical
train,boundary,28.633,40.496,0,normal
train,boundary,20.136,80.549,2,critical
train,boundary,31.968,41.060,1,warning
train,boundary,31.431,71.061,1,warning
train,uniform,18.704,71.517,2,critical
train,uniform,25.164,30.380,1,warning
train,uniform,19.337,35.425,2,critical
train,uniform,31.936,33.037,1,warning
train,boundary,27.676,39.848,1,warning
train,uniform,25.031,85.617,2,critical
train,uniform,22.781,63.804,1,warning
train,uniform,24.816,52.763,0,normal
train,uniform,34.701,67.872,2,critical
train,boundary,28.150,28.902,2,critical
train,uniform,32.812,70.802,2,critical
train,uniform,35.925,33.368,2,critical
train,boundary,20.025,72.060,1,warning
train,uniform,27.130,76.004,1,warning
train,uniform,31.896,81.188,2,critical
train,uniform,18.917,92.136,2,critical
train,uniform,37.180,67.956,2,critical
train,uniform,26.891,80.006,2,critical
train,uniform,26.846,22.723,2,critical
train,boundary,30.043,80.887,2,critical
train,uniform,28.793,46.752,0,normal
train,uniform,23.920,63.014,0,normal
train,uniform,34.081,50.594,2,critical
train,uniform,37.973,40.601,2,critical
train,uniform,22.552,28.224,2,critical
train,uniform,25.083,61.026,0,normal
train,boundary,22.960,43.245,1,warning
train,uniform,36.140,31.670,2,critical
train,uniform,36.143,62.764,2,critical
train,uniform,36.424,25.155,2,critical
train,uniform,24.482,31.934,1,warning
train,uniform,19.175,37.986,2,critical
train,uniform,17.249,51.874,2,critical
train,uniform,34.594,55.946,2,critical
train,uniform,37.896,38.669,2,critical
train,boundary,33.459,27.812,2,critical
train,boundary,28.665,28.805,2,critical
train,uniform,17.547,41.743,2,critical
train,boundary,22.994,80.726,2,critical
train,uniform,24.466,60.874,0,normal
train,uniform,33.255,40.306,2,critical
train,boundary,33.261,40.001,2,critical
train,uniform,26.861,52.616,0,normal
train,boundary,23.302,29.225,2,critical
train,uniform,25.241,75.317,1,warning
train,uniform,32.218,91.570,2,critical
train,uniform,18.010,34.750,2,critical
train,uniform,17.280,65.752,2,critical
train,uniform,35.625,84.243,2,critical
train,boundary,32.402,30.350,2,critical
train,boundary,30.589,29.141,2,critical
train,uniform,32.937,34.636,2,critical
train,uniform,35.127,58.920,2,critical
train,uniform,27.280,20.439,2,critical
train,boundary,27.921,30.287,1,warning
train,uniform,21.472,81.486,2,critical
train,uniform,30.442,31.854,1,warning
train,uniform,25.425,54.772,0,normal
train,uniform,27.440,39.108,1,warning
train,uniform,31.330,46.939,1,warning
train,uniform,37.881,40.675,2,critical
train,uniform,25.359,27.152,2,critical
train,uniform,17.725,80.816,2,critical
train,uniform,36.457,81.480,2,critical
train,boundary,29.612,79.324,1,warning
train,boundary,28.983,77.200,1,warning
train,boundary,22.752,69.062,1,warning
train,uniform,30.934,65.712,1,warning
train,uniform,27.997,71.104,1,warning
train,uniform,18.746,41.133,2,critical
train,boundary,22.723,30.256,1,warning
train,boundary,29.382,78.557,1,warning
train,boundary,22.901,29.638,2,critical
train,uniform,36.133,45.865,2,critical
train,uniform,29.918,76.677,1,warning
train,uniform,22.626,79.664,1,warning
train,uniform,20.492,39.543,1,warning
train,boundary,31.511,41.505,1,warning
train,uniform,27.356,36.131,1,warning
train,boundary,31.366,71.285,1,warning
train,uniform,24.402,75.339,1,warning
train,boundary,23.071,78.867,1,warning
train,boundary,23.140,31.045,1,warning
train,uniform,35.657,64.362,2,critical
train,uniform,25.310,85.643,2,critical
train,uniform,37.416,73.317,2,critical
train,uniform,17.742,42.219,2,critical
train,uniform,24.369,68.307,0,normal
train,uniform,35.760,25.367,2,critical
train,uniform,17.624,67.219,2,critical
train,uniform,19.635,75.637,2,critical
train,boundary,23.019,35.578,1,warning
train,uniform,33.703,36.510,2,critical
train,uniform,23.816,75.896,1,warning
train,uniform,31.254,69.170,1,warning
train,boundary,31.242,31.829,1,warning
train,uniform,27.253,31.515,1,warning
train,boundary,31.851,32.991,1,warning
train,uniform,34.573,28.645,2,critical
train,uniform,19.956,32.552,2,critical
train,uniform,24.167,36.964,1,warning
train,boundary,20.086,83.680,2,critical
train,uniform,30.076,53.219,1,warning
train,uniform,18.189,59.807,2,critical
train,uniform,31.671,77.503,1,warning
train,boundary,29.674,66.414,1,warning
train,boundary,23.865,83.038,2,critical
train,uniform,25.406,56.707,0,normal
train,uniform,24.087,94.979,2,critical
train,boundary,19.297,37.736,2,critical
train,boundary,29.322,40.604,1,warning
train,uniform,19.761,45.702,2,critical
train,uniform,24.520,43.923,0,normal
train,uniform,18.574,66.080,2,critical
train,uniform,29.703,86.466,2,critical
train,boundary,27.915,29.496,2,critical
train,uniform,24.383,89.349,2,critical
train,uniform,19.689,46.812,2,critical
train,uniform,26.610,56.848,0,normal
train,uniform,21.991,77.256,1,warning
train,uniform,28.705,31.732,1,warning
train,boundary,23.564,66.580,0,normal
train,uniform,25.851,38.518,1,warning
train,boundary,23.679,73.055,1,warning
train,uniform,31.471,47.863,1,warning
train,uniform,30.145,89.030,2,critical
train,boundary,32.523,71.393,2,critical
train,uniform,18.623,40.346,2,critical
train,uniform,24.210,93.939,2,critical
train,boundary,23.686,79.186,1,warning
train,uniform,29.665,38.652,1,warning
train,boundary,30.329,31.326,1,warning
train,boundary,23.451,40.741,0,normal
train,uniform,27.776,90.171,2,critical
train,uniform,28.786,25.609,2,critical
train,boundary,29.087,68.718,1,warning
train,uniform,23.310,44.908,0,normal
train,boundary,23.534,36.067,1,warning
train,uniform,27.246,24.322,2,critical
train,uniform,25.835,72.209,1,warning
train,boundary,22.664,32.089,1,warning
train,uniform,20.182,46.027,1,warning
train,uniform,28.447,23.225,2,critical
train,uniform,17.033,65.631,2,critical
train,boundary,31.288,39.451,1,warning
train,uniform,27.341,59.284,0,normal
train,uniform,37.255,72.253,2,critical
train,uniform,37.047,59.350,2,critical
train,uniform,35.488,41.506,2,critical
train,uniform,19.918,70.112,2,critical
train,uniform,17.217,64.971,2,critical
train,uniform,21.637,59.404,1,warning
train,boundary,20.554,29.806,2,critical
train,uniform,23.562,58.620,0,normal
train,uniform,33.327,34.089,2,critical
train,boundary,29.311,78.219,1,warning
train,boundary,33.148,69.523,2,critical
train,uniform,20.746,87.271,2,critical
train,boundary,20.348,66.463,1,warning
train,boundary,19.605,36.091,2,critical
train,uniform,21.871,38.583,1,warning
train,uniform,17.016,57.273,2,critical
train,uniform,20.295,63.886,1,warning
train,boundary,33.195,70.226,2,critical
train,uniform,34.874,29.628,2,critical
train,uniform,29.778,92.264,2,critical
train,uniform,23.317,28.195,2,critical
train,uniform,17.338,57.378,2,critical
train,boundary,20.217,79.979,1,warning
train,uniform,25.211,80.519,2,critical
train,boundary,23.010,77.990,1,warning
train,uniform,33.112,29.346,2,critical
train,boundary,28.872,71.327,1,warning
train,boundary,28.082,39.344,1,warning
train,uniform,33.501,28.144,2,critical
train,uniform,36.003,41.039,2,critical
train,uniform,27.657,44.356,0,normal
train,uniform,29.258,22.817,2,critical
train,boundary,28.809,66.426,0,normal
train,uniform,35.391,22.116,2,critical
train,uniform,21.140,70.392,1,warning
train,uniform,22.322,25.273,2,critical
train,uniform,18.570,22.266,2,critical
train,uniform,30.951,20.760,2,critical
train,uniform,36.236,91.158,2,critical
train,boundary,31.933,79.130,1,warning
train,uniform,33.397,31.483,2,critical
train,boundary,31.898,79.228,1,warning
train,boundary,31.224,38.824,1,warning
train,boundary,20.201,38.044,1,warning
train,uniform,25.173,52.874,0,normal
train,uniform,37.184,50.645,2,critical
train,boundary,22.665,35.735,1,warning
train,boundary,23.388,34.923,1,warning
train,uniform,15.924,35.336,2,critical
train,uniform,37.492,74.220,2,critical
train,uniform,17.890,49.727,2,critical
train,uniform,15.713,23.987,2,critical
train,boundary,20.255,28.658,2,critical
train,boundary,32.826,76.484,2,critical
train,uniform,21.037,40.139,1,warning
train,uniform,17.110,78.726,2,critical
train,uniform,18.910,78.433,2,critical
train,boundary,31.795,44.499,1,warning
train,boundary,22.648,81.346,2,critical
train,uniform,31.412,94.902,2,critical
train,uniform,26.966,24.562,2,critical
train,uniform,15.667,65.192,2,critical
train,boundary,22.211,70.281,1,warning
train,uniform,35.875,30.245,2,critical
train,uniform,24.046,59.688,0,normal
train,uniform,33.254,61.427,2,critical
train,uniform,31.846,90.176,2,critical
train,uniform,17.297,88.257,2,critical
train,boundary,31.894,41.203,1,warning
train,uniform,22.784,90.490,2,critical
train,boundary,29.234,40.324,1,warning
train,uniform,20.226,76.093,1,warning
train,boundary,21.143,72.310,1,warning
train,uniform,17.544,52.407,2,critical
train,uniform,30.438,56.218,1,warning
train,boundary,31.663,30.836,1,warning
train,boundary,23.032,74.241,1,warning
train,boundary,31.662,41.186,1,warning
train,uniform,24.597,90.464,2,critical
train,uniform,35.115,28.263,2,critical
train,boundary,32.092,79.347,2,critical
train,uniform,22.230,94.824,2,critical
train,boundary,29.121,72.336,1,warning
train,uniform,20.537,36.923,1,warning
train,uniform,34.208,52.102,2,critical
train,uniform,35.898,58.049,2,critical
train,boundary,18.224,77.730,2,critical
train,uniform,24.564,80.101,2,critical
train,boundary,30.882,72.254,1,warning
train,uniform,24.669,94.017,2,critical
train,uniform,35.125,89.908,2,critical
train,boundary,22.921,42.060,1,warning
train,uniform,30.279,69.848,1,warning
train,uniform,26.286,81.633,2,critical
train,uniform,29.932,35.842,1,warning
train,boundary,28.813,41.539,0,normal
train,uniform,25.043,28.352,2,critical
train,uniform,25.054,23.608,2,critical
train,boundary,22.978,27.741,2,critical
train,boundary,29.140,66.997,1,warning
train,uniform,23.169,48.860,0,normal
train,boundary,32.352,74.978,2,critical
train,uniform,34.952,61.943,2,critical
train,uniform,37.050,70.401,2,critical
train,uniform,35.284,39.759,2,critical
train,uniform,31.755,92.324,2,critical
train,uniform,32.577,30.738,2,critical
train,boundary,23.894,71.678,1,warning
train,uniform,26.524,52.503,0,normal
train,boundary,19.335,44.072,2,critical
train,boundary,28.829,78.164,1,warning
train,uniform,16.162,53.190,2,critical
train,boundary,32.400,31.391,2,critical
train,boundary,23.131,73.544,1,warning
train,boundary,29.641,36.705,1,warning
train,uniform,19.071,61.671,2,critical
train,uniform,24.925,79.281,1,warning
train,boundary,23.535,69.834,0,normal
train,uniform,31.288,69.743,1,warning
train,uniform,28.380,62.244,0,normal
train,boundary,19.069,37.663,2,critical
train,uniform,22.685,72.501,1,warning
train,uniform,35.027,24.585,2,critical
train,boundary,30.206,68.171,1,warning
train,uniform,33.030,27.894,2,critical
train,boundary,27.936,26.498,2,critical
train,uniform,24.193,51.719,0,normal
train,uniform,25.874,53.702,0,normal
train,uniform,34.545,54.142,2,critical
train,uniform,23.949,77.792,1,warning
train,uniform,26.468,24.029,2,critical
train,boundary,23.287,41.196,0,normal
train,boundary,32.185,27.823,2,critical
train,boundary,24.428,79.098,1,warning
train,uniform,26.597,46.836,0,normal
train,boundary,32.867,40.740,2,critical
train,uniform,30.090,76.739,1,warning
train,boundary,31.169,29.899,2,critical
train,uniform,25.241,77.960,1,warning
train,uniform,15.546,54.109,2,critical
train,uniform,26.003,39.446,1,warning
train,uniform,15.172,47.329,2,critical
train,uniform,35.612,28.707,2,critical
train,boundary,32.929,27.329,2,critical
train,uniform,17.173,90.840,2,critical
train,boundary,32.114,77.956,2,critical
train,uniform,32.528,48.649,2,critical
train,boundary,31.818,71.935,1,warning
train,uniform,19.976,93.472,2,critical
train,uniform,15.618,66.952,2,critical
train,uniform,24.869,24.765,2,critical
train,boundary,31.095,81.355,2,critical
train,boundary,19.771,36.558,2,critical
train,boundary,28.277,82.461,2,critical
train,uniform,32.130,52.951,2,critical
train,uniform,30.732,38.374,1,warning
train,boundary,22.842,30.362,1,warning
train,uniform,24.037,76.331,1,warning
train,uniform,21.190,56.598,1,warning
train,uniform,29.618,80.050,2,critical
train,uniform,22.978,38.201,1,warning
train,uniform,29.702,86.480,2,critical
train,uniform,24.050,85.809,2,critical
train,uniform,28.669,41.562,0,normal
train,boundary,32.646,31.633,2,critical
train,uniform,30.885,46.926,1,warning
train,boundary,22.485,29.170,2,critical
train,uniform,31.604,85.617,2,critical
train,uniform,20.687,61.742,1,warning
train,uniform,36.392,23.730,2,critical
train,uniform,26.965,30.146,1,warning
train,uniform,30.017,69.535,1,warning
train,uniform,34.932,67.327,2,critical
train,uniform,16.226,51.091,2,critical
train,uniform,20.655,29.223,2,critical
train,uniform,17.499,20.454,2,critical
train,uniform,24.996,75.789,1,warning
train,boundary,22.900,69.867,1,warning
train,uniform,30.068,79.116,1,warning
train,boundary,19.692,35.963,2,critical
train,boundary,19.900,29.489,2,critical
train,uniform,18.565,77.200,2,critical
train,uniform,21.551,30.403,1,warning
train,uniform,20.319,69.719,1,warning
train,boundary,32.087,27.892,2,critical
train,boundary,32.266,78.083,2,critical
train,boundary,19.752,42.086,2,critical
train,uniform,29.113,22.753,2,critical
train,boundary,23.734,39.976,1,warning
train,uniform,22.674,82.790,2,critical
train,boundary,19.574,38.871,2,critical
train,boundary,32.923,67.530,2,critical
train,uniform,26.421,42.378,0,normal
train,uniform,31.095,51.486,1,warning
train,boundary,28.754,40.926,0,normal
train,uniform,15.013,87.180,2,critical
train,uniform,32.331,36.445,2,critical
train,uniform,36.068,45.966,2,critical
train,uniform,32.403,75.693,2,critical
train,uniform,33.766,50.873,2,critical
train,boundary,32.363,31.986,2,critical
train,uniform,17.911,80.733,2,critical
train,boundary,22.703,79.224,1,warning
train,uniform,20.700,22.632,2,critical
train,boundary,29.010,28.701,2,critical
train,boundary,20.162,83.269,2,critical
train,uniform,31.330,59.863,1,warning
train,uniform,19.641,24.636,2,critical
train,boundary,21.736,30.581,1,warning
train,uniform,17.071,67.905,2,critical
train,boundary,31.091,37.989,1,warning
train,boundary,20.326,81.651,2,critical
train,uniform,23.297,85.844,2,critical
train,uniform,35.352,49.772,2,critical
train,boundary,31.224,76.517,1,warning
train,uniform,18.549,68.607,2,critical
train,uniform,22.569,26.247,2,critical
train,uniform,18.147,47.797,2,critical
train,boundary,20.602,40.140,1,warning
train,boundary,30.848,30.623,1,warning
train,uniform,16.942,73.076,2,critical
train,uniform,36.731,38.049,2,critical
train,boundary,22.034,32.064,1,warning
train,uniform,19.721,57.850,2,critical
train,boundary,31.702,67.068,1,warning
train,boundary,19.482,68.451,2,critical
train,uniform,33.004,39.814,2,critical
train,uniform,28.999,86.903,2,critical
train,uniform,24.701,90.809,2,critical
train,uniform,24.064,60.446,0,normal
train,uniform,33.383,89.438,2,critical
train,uniform,26.596,64.290,0,normal
train,boundary,20.660,84.548,2,critical
train,boundary,19.896,76.709,2,critical
train,boundary,19.766,43.677,2,critical
train,uniform,20.349,94.095,2,critical
train,uniform,25.805,83.724,2,critical
train,uniform,36.531,79.402,2,critical
train,boundary,20.744,71.604,1,warning
train,uniform,23.971,45.819,0,normal
train,boundary,28.134,41.629,0,normal
train,boundary,29.846,28.470,2,critical
train,uniform,28.000,25.383,2,critical
train,uniform,19.289,73.976,2,critical
train,uniform,15.019,77.940,2,critical
train,uniform,33.542,31.348,2,critical
train,uniform,32.235,65.200,2,critical
train,uniform,29.111,57.782,1,warning
train,uniform,15.379,87.175,2,critical
train,uniform,28.740,50.874,0,normal
train,uniform,25.468,30.414,1,warning
train,uniform,15.038,25.478,2,critical
train,uniform,33.008,32.116,2,critical
train,boundary,27.465,83.541,2,critical
train,uniform,31.753,36.643,1,warning
train,boundary,23.139,69.695,0,normal
train,uniform,26.266,84.255,2,critical
train,boundary,27.965,70.216,1,warning
train,uniform,22.235,72.130,1,warning
train,uniform,27.577,45.088,0,normal
train,uniform,24.572,78.908,1,warning
train,boundary,20.327,70.006,1,warning
train,boundary,22.142,75.803,1,warning
train,uniform,23.674,33.111,1,warning
train,boundary,22.958,73.999,1,warning
train,uniform,28.701,68.897,0,normal
train,boundary,29.245,69.778,1,warning
train,uniform,18.758,72.780,2,critical
train,uniform,35.042,25.930,2,critical
train,uniform,34.260,70.257,2,critical
train,uniform,28.437,79.882,1,warning
train,boundary,23.029,81.870,2,critical
train,uniform,34.016,59.527,2,critical
train,boundary,20.036,37.960,1,warning
train,boundary,28.284,66.483,0,normal
train,boundary,30.140,83.438,2,critical
train,uniform,22.852,27.810,2,critical
train,uniform,34.274,51.176,2,critical
train,boundary,19.693,44.821,2,critical
train,uniform,26.941,51.906,0,normal
train,boundary,19.476,39.748,2,critical
train,uniform,34.576,40.743,2,critical
train,uniform,23.677,70.103,1,warning
train,uniform,35.419,44.965,2,critical
train,boundary,29.425,69.935,1,warning
train,boundary,28.857,29.610,2,critical
train,boundary,28.251,69.090,0,normal
train,uniform,19.440,33.235,2,critical
train,boundary,29.171,37.755,1,warning
train,uniform,20.252,74.069,1,warning
train,boundary,20.145,26.610,2,critical
train,uniform,34.748,88.751,2,critical
train,uniform,27.717,56.266,0,normal
train,boundary,29.418,75.791,1,warning
train,uniform,28.651,37.692,1,warning
train,uniform,18.512,25.472,2,critical
train,boundary,19.973,70.270,2,critical
train,uniform,37.946,49.359,2,critical
train,boundary,22.978,69.348,1,warning
train,uniform,34.797,32.328,2,critical
train,uniform,28.401,49.538,0,normal
train,uniform,23.817,21.139,2,critical
train,boundary,22.624,41.340,1,warning
train,uniform,29.369,41.656,1,warning
train,uniform,33.967,79.217,2,critical
train,uniform,27.168,25.151,2,critical
train,uniform,34.469,59.673,2,critical
train,uniform,28.527,20.406,2,critical
train,uniform,34.301,46.272,2,critical
train,uniform,15.025,42.872,2,critical
train,uniform,29.342,69.720,1,warning
train,uniform,33.781,90.317,2,critical
train,uniform,28.570,49.683,0,normal
train,uniform,17.162,69.352,2,critical
train,boundary,22.671,39.028,1,warning
train,uniform,37.509,69.390,2,critical
train,uniform,17.622,22.346,2,critical
train,uniform,20.550,79.387,1,warning
train,boundary,28.923,29.101,2,critical
train,boundary,32.098,41.823,2,critical
train,uniform,30.593,71.900,1,warning
train,uniform,25.735,70.788,1,warning
train,uniform,16.172,63.958,2,critical
train,boundary,19.744,82.688,2,critical
train,boundary,29.272,69.819,1,warning
train,boundary,23.498,28.420,2,critical
train,uniform,16.341,72.809,2,critical
train,boundary,29.494,81.091,2,critical
train,uniform,17.578,33.924,2,critical
train,uniform,30.587,23.455,2,critical
train,uniform,25.122,79.863,1,warning
train,uniform,36.203,34.255,2,critical
train,boundary,28.711,71.429,1,warning
train,uniform,28.459,33.705,1,warning
train,boundary,19.813,66.211,2,critical
train,uniform,30.671,33.609,1,warning
train,uniform,22.137,68.597,1,warning
train,boundary,23.440,81.988,2,critical
train,uniform,19.371,20.457,2,critical
train,boundary,20.679,29.982,2,critical
train,uniform,35.305,40.050,2,critical
train,boundary,32.084,38.872,2,critical
train,uniform,31.721,70.846,1,warning
train,uniform,29.914,52.204,1,warning
train,uniform,17.041,58.953,2,critical
train,uniform,24.977,35.020,1,warning
train,uniform,25.380,71.889,1,warning
train,uniform,18.110,69.944,2,critical
train,uniform,31.061,71.399,1,warning
train,boundary,20.119,71.209,1,warning
train,uniform,21.300,26.486,2,critical
train,boundary,23.016,37.997,1,warning
train,uniform,30.594,41.322,1,warning
train,uniform,34.941,42.207,2,critical
train,uniform,35.222,20.300,2,critical
train,uniform,24.024,50.923,0,normal
train,uniform,33.688,89.286,2,critical
train,uniform,23.720,52.222,0,normal
train,boundary,20.593,30.112,1,warning
train,uniform,15.028,65.623,2,critical
train,uniform,20.243,75.286,1,warning
train,boundary,18.929,30.187,2,critical
train,uniform,21.425,84.787,2,critical
train,boundary,20.070,30.607,1,warning
train,uniform,36.634,29.644,2,critical
train,boundary,22.319,28.484,2,critical
train,boundary,28.986,69.487,0,normal
train,uniform,22.944,53.420,1,warning
train,uniform,15.112,21.765,2,critical
train,uniform,27.656,45.745,0,normal
train,uniform,18.156,74.011,2,critical
train,uniform,25.148,71.032,1,warning
train,boundary,32.143,29.515,2,critical
train,uniform,25.072,39.251,1,warning
train,boundary,29.320,37.354,1,warning
train,uniform,22.813,79.081,1,warning
train,uniform,34.708,89.623,2,critical
train,boundary,21.513,43.629,1,warning
train,uniform,28.058,47.704,0,normal
train,uniform,27.922,93.215,2,critical
train,boundary,32.412,69.186,2,critical
train,uniform,22.502,34.662,1,warning
train,uniform,18.017,79.518,2,critical
train,boundary,31.450,31.377,1,warning
train,uniform,27.743,44.671,0,normal
train,uniform,15.681,41.248,2,critical
train,uniform,17.312,57.317,2,critical
train,boundary,32.430,32.387,2,critical
train,uniform,19.974,53.821,2,critical
train,boundary,28.391,77.598,1,warning
train,uniform,16.274,52.941,2,critical
train,uniform,34.036,41.044,2,critical
train,boundary,24.111,36.730,1,warning
train,boundary,28.609,70.014,1,warning
train,uniform,23.714,76.063,1,warning
train,boundary,23.438,79.552,1,warning
train,boundary,24.151,27.249,2,critical
train,boundary,28.013,78.882,1,warning
train,uniform,20.947,71.588,1,warning
train,uniform,22.266,61.762,1,warning
train,boundary,31.829,42.859,1,warning
train,uniform,24.347,22.521,2,critical
train,boundary,32.778,67.583,2,critical
train,boundary,19.031,42.745,2,critical
train,boundary,23.924,35.954,1,warning
train,boundary,28.367,69.494,0,normal
train,uniform,22.585,52.186,1,warning
train,uniform,30.014,21.083,2,critical
train,uniform,17.256,94.233,2,critical
train,uniform,34.421,64.574,2,critical
train,uniform,21.262,21.913,2,critical
train,uniform,36.745,68.810,2,critical
train,uniform,33.462,34.646,2,critical
train,boundary,20.586,37.393,1,warning
train,boundary,33.231,37.037,2,critical
train,uniform,17.665,75.065,2,critical
train,uniform,33.873,35.707,2,critical
train,boundary,32.534,69.531,2,critical
train,uniform,32.130,31.230,2,critical
train,uniform,23.665,38.197,1,warning
train,uniform,35.597,45.476,2,critical
train,uniform,16.032,42.097,2,critical
train,uniform,33.821,29.554,2,critical
train,uniform,37.131,83.873,2,critical
train,boundary,23.379,71.194,1,warning
train,boundary,22.870,66.344,1,warning
train,uniform,33.215,80.968,2,critical
train,uniform,25.540,80.467,2,critical
train,uniform,24.440,56.504,0,normal
train,uniform,22.690,85.942,2,critical
train,boundary,28.916,31.498,1,warning
train,uniform,29.131,41.964,1,warning
train,uniform,33.495,24.079,2,critical
train,uniform,18.746,25.493,2,critical
train,uniform,15.126,78.003,2,critical
train,uniform,32.337,93.067,2,critical
train,uniform,29.528,44.795,1,warning
train,uniform,19.033,83.151,2,critical
train,uniform,15.850,51.031,2,critical
train,uniform,21.612,93.583,2,critical
train,boundary,29.989,80.620,2,critical
train,boundary,32.067,80.542,2,critical
train,uniform,33.187,79.089,2,critical
train,boundary,32.295,38.992,2,critical
train,uniform,23.388,85.679,2,critical
train,uniform,17.549,77.700,2,critical
train,boundary,20.894,80.820,2,critical
train,uniform,34.403,26.629,2,critical
train,boundary,28.068,38.205,1,warning
train,uniform,15.253,32.881,2,critical
train,uniform,32.911,73.902,2,critical
train,uniform,15.891,89.588,2,critical
train,boundary,22.969,38.061,1,warning
train,boundary,22.861,69.026,1,warning
train,uniform,31.093,43.938,1,warning
train,uniform,25.121,60.275,0,normal
train,boundary,30.948,42.466,1,warning
train,boundary,21.905,41.912,1,warning
train,boundary,32.595,81.412,2,critical
train,boundary,32.649,28.725,2,critical
train,uniform,37.636,41.637,2,critical
train,boundary,31.850,82.208,2,critical
train,uniform,32.816,75.627,2,critical
train,uniform,25.093,59.735,0,normal
train,boundary,22.954,70.618,1,warning
train,uniform,31.405,22.996,2,critical
train,uniform,34.390,52.057,2,critical
train,uniform,31.908,88.146,2,critical
train,uniform,33.984,85.209,2,critical
train,uniform,37.645,24.620,2,critical
train,uniform,16.007,34.613,2,critical
train,uniform,26.604,36.248,1,warning
train,uniform,16.703,43.869,2,critical
train,boundary,22.671,80.270,2,critical
train,uniform,26.756,26.364,2,critical
train,uniform,25.290,79.377,1,warning
train,uniform,17.714,55.942,2,critical
train,uniform,25.787,53.981,0,normal
train,uniform,32.880,25.162,2,critical
train,uniform,15.625,64.641,2,critical
train,uniform,18.533,55.533,2,critical
train,uniform,34.012,23.921,2,critical
train,uniform,30.247,58.159,1,warning
train,boundary,33.293,79.874,2,critical
train,uniform,23.466,25.142,2,critical
train,boundary,23.992,41.521,0,normal
train,uniform,32.204,23.715,2,critical
train,uniform,32.348,31.173,2,critical
train,uniform,18.139,82.249,2,critical
train,boundary,32.496,28.151,2,critical
train,uniform,19.161,53.805,2,critical
train,boundary,31.465,70.466,1,warning
train,uniform,36.268,55.693,2,critical
train,uniform,15.886,28.570,2,critical
train,uniform,21.544,30.684,1,warning
train,uniform,24.112,68.028,0,normal
train,uniform,25.712,51.035,0,normal
train,uniform,19.014,33.203,2,critical
train,uniform,32.140,45.981,2,critical
train,uniform,29.784,30.026,1,warning
train,uniform,19.851,78.139,2,critical
train,uniform,31.221,91.299,2,critical
train,boundary,32.497,41.346,2,critical
train,uniform,24.868,25.650,2,critical
train,boundary,31.599,43.083,1,warning
train,uniform,26.245,42.707,0,normal
train,boundary,31.609,41.545,1,warning
train,uniform,23.159,36.577,1,warning
train,uniform,32.764,58.198,2,critical
train,boundary,20.975,33.282,1,warning
train,boundary,20.080,83.140,2,critical
train,boundary,32.835,28.887,2,critical
